"data","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","year","paper_key","volume","issue","autori"
"journal-article-10.2307_23599521","0","0","0","0","0","0","0.42815328","0.1794109","0","0","0.377104","0","0.015056359","0","0","0","0","0","0","0","0","0","0","0","0","1988","Sraffa, Wittgenstein and neoclassical economics","12","1","Davis&"
"journal-article-10.2307_23599522","0","0","0","0","0.14782655","0","0.62942034","0","0","0","0","0.12977986","0","0.06901014","0","0","0","0","0","0","0","0","0","0","0.023554886","1988","Sraffa and imperfect competition","12","1","Newman&Vassilakis&"
"journal-article-10.2307_23599523","0","0","0","0","0","0","0.17823705","0","0.6549159","0","0","0.056684792","0.060208254","0","0.049771443","0","0","0","0","0","0","0","0","0","0","1988","Money, capital and forced saving","12","1","Milgate&"
"journal-article-10.2307_23599524","0","0","0","0","0","0","0.34261298","0","0","0","0","0","0.026618503","0","0","0.014872207","0","0","0.22651397","0","0.094399236","0","0","0","0.29024106","1988","The collaboration of Maurice Dobb in Sraffa's edition of Ricardo","12","1","Pollitt&"
"journal-article-10.2307_23599525","0","0","0","0","0","0","0.9998697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1988","Sraffa's Ricardo","12","1","Bharadwaj&"
"journal-article-10.2307_23599526","0","0","0","0","0","0","0.2602056","0","0","0","0","0.67265844","0","0","0","0","0","0","0","0","0","0","0.06677428","0","0","1988","Sraffian interdependence and partial equilibrium analysis","12","1","Steedman&"
"journal-article-10.2307_23599527","0","0","0","0","0","0","0","0","0","0","0","0.99201065","0","0","0","0","0","0","0","0","0","0","0","0","0","1988","The dominant technique in joint production systems","12","1","Schefold&"
"journal-article-10.2307_23599528","0","0","0","0","0","0","0.118944995","0","0","0","0","0.88076127","0","0","0","0","0","0","0","0","0","0","0","0","0","1988","Growing subsystems, vertically hyper-integrated sectors and the labour theory of value","12","1","Pasinetti&"
"journal-article-10.2307_23599529","0","0","0","0","0","0","0.6979437","0","0.051618926","0","0","0.17437418","0","0","0","0.07530429","0","0","0","0","0","0","0","0","0","1988","Sraffa on income distribution","12","1","Pasinetti&"
"journal-article-10.2307_23599530","0","0.04226556","0","0","0.018932976","0","0.26099372","0","0.01414637","0","0.10981464","0.41312626","0","0","0.028925285","0","0.052555215","0","0","0","0","0","0","0","0.059189312","1988","On the classical theory of competition","12","1","Harris&"
"journal-article-10.2307_23599531","0","0.13223012","0","0","0","0","0.28868878","0","0","0","0","0.3651597","0","0","0","0","0.21367174","0","0","0","0","0","0","0","0","1988","Where do we go from here? 1. Technical change and dynamics","12","1","Landesmann&"
"journal-article-10.2307_23599532","0","0","0","0","0","0.02071936","0","0","0","0.029439893","0","0","0","0","0.26161918","0.47701883","0.14659917","0","0","0","0.059377298","0","0","0","0","1988","Where do we go from here? 2. Real wages, effective demand and economic development","12","1","Wilkinson&"
"journal-article-10.2307_23599538","0.13761021","0.06302133","0","0","0","0","0","0","0","0.41416845","0","0","0","0","0.02602283","0","0.3590637","0","0","0","0","0","0","0","0","1992","Technical change and the demand for skills by US industries","16","2","Howell&Wolff&"
"journal-article-10.2307_23599539","0","0","0.04943098","0","0.36518767","0","0","0","0","0.052774027","0","0","0","0","0.5325047","0","0","0","0","0","0","0","0","0","0","1992","Unproductive expenditure in manufacturing","16","2","Thompson&"
"journal-article-10.2307_23599540","0","0.1992842","0","0","0","0","0","0","0","0","0.024712289","0.09970302","0","0","0.048092883","0","0.61905074","0","0","0","0","0","0","0","0","1992","The four 'worlds' of contemporary industry","16","2","Salais&Storper&"
"journal-article-10.2307_23599541","0","0","0.08421146","0","0.05131947","0","0","0","0.21469806","0.057607375","0","0","0","0","0.5919646","0","0","0","0","0","0","0","0","0","0","1992","The short-period incidence of taxation revisited","16","2","Damania&Mair&"
"journal-article-10.2307_23599542","0","0","0","0.03675629","0","0.036487717","0.039104216","0","0","0","0","0","0","0","0","0.22433886","0","0","0","0","0.17440183","0.39559403","0.093210176","0","0","1992","A Ricardian interpretation of the provision of public housing services in Hong Kong","16","2","Ho&"
"journal-article-10.2307_23599543","0.010811347","0","0","0","0","0","0.71025175","0","0","0","0","0.2148745","0","0","0.06395122","0","0","0","0","0","0","0","0","0","0","1992","Morishima on Ricardo","16","2","Kurz&Salvadori&"
"journal-article-10.2307_23599548","0","0","0","0","0","0","0","0","0","0","0.98902214","0","0.010826213","0","0","0","0","0","0","0","0","0","0","0","0","1995","Post-modernism and the notion of rationality in economics","19","3","Sofianou&"
"journal-article-10.2307_23599549","0","0","0","0","0","0","0","0.012416049","0","0","0.7267906","0","0.015164997","0","0","0","0","0","0","0","0.07580805","0","0","0","0.16962846","1995","The rhetoric of McCloskey's rhetoric of economics","19","3","Stettler&"
"journal-article-10.2307_23599550","0.67041975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.148615","0","0","0","0.16294241","0","0","0","0","1995","The rise and fall of customary wage differentials among nursing personnel in US hospitals: 1956—1985","19","3","Krall&"
"journal-article-10.2307_23599551","0","0","0","0","0","0","0.016059225","0","0","0","0.05705428","0","0","0","0.6346258","0","0","0","0","0","0.18085529","0.10273923","0","0","0","1995","The internationalisation of capital and Marxian value theory","19","3","Bryan&"
"journal-article-10.2307_23599552","0","0","0","0","0.44257173","0","0","0","0.010952967","0.066525765","0","0.054956704","0","0","0","0","0.4097252","0","0","0","0","0","0","0","0.010738134","1995","Small firms in economic theory","19","3","You&"
"journal-article-10.2307_23599553","0","0","0.7998267","0","0","0","0.044548653","0","0.022770084","0","0","0.019607866","0","0","0.08066386","0","0","0","0","0","0","0","0","0","0.032440297","1995","Outside the mainstream","19","3","King&"
"journal-article-10.2307_23599554","0.19591023","0","0","0","0","0.04156643","0","0","0","0","0","0.07716697","0","0","0","0","0","0","0","0","0.11155906","0","0","0","0.5733049","1995","Austin Robinson and Keynes: two forecasts","19","3","Singer&"
"journal-article-10.2307_23599555","0","0","0","0","0","0.049117222","0.950544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","Sraffa's rational reconstruction of Ricardo: on three contributions to the ""Cambridge Journal of Economics""","19","3","Hollander&"
"journal-article-10.2307_23599562","0","0.7147614","0","0","0.09178317","0","0","0","0","0.05515194","0","0","0","0","0","0","0","0","0","0","0.057375584","0","0","0","0.080317795","1995","Technology and innovation: an introduction","19","1","Archibugi&Michie&"
"journal-article-10.2307_23599563","0","0.63842124","0","0","0.010707082","0.04417277","0","0","0","0","0","0","0","0","0","0","0.045910988","0","0","0.10107117","0.15009157","0","0","0","0","1995","The 'National System of Innovation' in historical perspective","19","1","Freeman&"
"journal-article-10.2307_23599564","0","0.42511863","0","0","0","0","0","0","0","0","0.022422167","0","0","0.32301342","0","0","0.2070507","0","0","0.022304067","0","0","0","0","0","1995","Technology systems and technology policy in an evolutionary framework","19","1","Metcalfe&"
"journal-article-10.2307_23599565","0","0.9998267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","Schumpeterian patterns of innovation","19","1","Malerba&Orsenigo&"
"journal-article-10.2307_23599566","0","0.36221424","0","0","0.08088215","0.22514597","0","0","0","0","0","0","0","0","0","0","0","0","0","0.21477981","0.07790692","0.038989205","0","0","0","1995","Inward technology transfer and competitiveness: the role of national innovation systems","19","1","Mowery&Oxley&"
"journal-article-10.2307_23599567","0","0.34449777","0","0","0.17893943","0.059435584","0","0.21277864","0","0","0","0","0","0","0","0","0","0","0","0.088073835","0.116174534","0","0","0","0","1995","Is national technology policy obsolete in a globalised world? The Japanese response","19","1","Fransman&"
"journal-article-10.2307_23599568","0","0.5826511","0","0","0.39592367","0.015166048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","The globalisation of technology: a new taxonomy","19","1","Archibugi&Michie&"
"journal-article-10.2307_23599569","0","0.4644525","0","0","0.5353097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","Localised production of technology for global markets","19","1","Patel&"
"journal-article-10.2307_23599570","0","0.41357508","0","0","0.5862892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","The globalisation of technology: what remains of the product cycle model?","19","1","Cantwell&"
"journal-article-10.2307_23599571","0","0.6271464","0","0","0","0","0","0","0","0.37263697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","Technology and growth in OECD countries, 1970—1990","19","1","Pianta&"
"journal-article-10.2307_23599572","0.024357457","0.27226877","0","0","0.05417342","0.020069044","0","0","0","0.47735304","0","0","0","0","0","0","0","0","0","0.017982017","0","0.02157083","0","0.11209672","0","1995","R&D activity and cross-country growth comparisons","19","1","Gittleman&Wolff&"
"journal-article-10.2307_23599573","0","0.9594438","0","0","0","0.040376768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","Science, high technology and the competitiveness of EU countries","19","1","Grupp&"
"journal-article-10.2307_23599574","0","0.71032894","0","0","0","0.28950137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","Changes and trends in the world trade in high-technology products","19","1","Guerrieri&Milana&"
"journal-article-10.2307_23599575","0","0.4545048","0","0","0","0.056097176","0","0","0","0.2857722","0","0","0","0","0","0","0.1748779","0","0","0","0","0.02855108","0","0","0","1995","User-producer interaction, learning and comparative advantage","19","1","Fagerberg&"
"journal-article-10.2307_23599579","0","0.042410098","0","0","0","0","0","0","0","0","0.012353355","0","0","0","0","0","0.94479376","0","0","0","0","0","0","0","0","1999","Learning, proximity and industrial performance: an introduction","23","2","Amin&Wilkinson&"
"journal-article-10.2307_23599580","0","0.032822423","0","0","0","0","0","0","0","0","0.1124111","0","0","0.038685463","0","0","0.7987486","0","0","0","0","0","0","0","0.015012625","1999","Innovation, learning and industrial organisation","23","2","Nooteboom&"
"journal-article-10.2307_23599581","0","0.037472457","0","0","0.13879986","0","0","0","0","0","0.22939037","0","0","0","0","0","0.5422416","0","0","0.05196802","0","0","0","0","0","1999","Towards a competence theory of the region","23","2","Lawson&"
"journal-article-10.2307_23599582","0","0.22396633","0","0","0.19354007","0","0","0","0","0","0","0","0","0.17008397","0","0","0.31657115","0","0","0.095732704","0","0","0","0","0","1999","Localised learning and industrial competitiveness","23","2","Maskell&Malmberg&"
"journal-article-10.2307_23599583","0","0.029802425","0","0","0.62994444","0","0","0","0","0","0.04860076","0","0","0","0","0","0.2915455","0","0","0","0","0","0","0","0","1999","The internationalisation of R&D by multinationals: a trade-off between external and internal proximity","23","2","Blanc&Sierra&"
"journal-article-10.2307_23599584","0","0.06315811","0","0","0.05455857","0","0","0","0","0","0","0","0","0","0","0","0.7984531","0","0","0.08368689","0","0","0","0","0","1999","Industrial groups and territories: the case of Matra—Marconi—Space in Toulouse","23","2","Dupuy&Gilly&"
"journal-article-10.2307_23599585","0","0","0","0","0.0862532","0","0","0","0","0","0","0","0","0","0","0","0.91360027","0","0","0","0","0","0","0","0","1999","Knowledge coordination, competence creation and integrated networks in globalised firms","23","2","Cohendet&Kern&Mehmanpazir&Munier&"
"journal-article-10.2307_23599586","0","0.30043823","0","0","0.08217051","0","0","0","0","0","0","0","0","0","0","0","0.5975014","0","0","0.019771188","0","0","0","0","0","1999","The evolution of the industrial organisation of the production of knowledge","23","2","Antonelli&"
"journal-article-10.2307_23599591","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01579867","0","0.94200563","0","0","0","0","0","0","0","0.04205522","0","1992","The status of women and the quality of life among the poor","16","3","Basu&"
"journal-article-10.2307_23599592","0.3989754","0.094078116","0","0","0.04220777","0","0","0","0","0","0","0","0","0","0","0","0.34862834","0","0","0.040819194","0.07517779","0","0","0","0","1992","Gender and the restructuring of high-tech multinational corporations: new twists to an old story","16","3","Goldstein&"
"journal-article-10.2307_23599593","0","0","0","0","0","0","0","0","0","0","0.06593038","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9339332","1992","Thorstein Veblen and post-Darwinian economics","16","3","Hodgson&"
"journal-article-10.2307_23599594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08138687","0","0","0","0","0","0.8877934","0.03071533","0","1992","Income distribution, transaction costs and market fragmentation in informal credit markets","16","3","Yotopoulos&Floro&"
"journal-article-10.2307_23599595","0.35229415","0","0","0","0.12521425","0.089595824","0","0","0","0","0","0","0","0","0","0","0.054186564","0.3079376","0","0","0.07068041","0","0","0","0","1992","Do unions impede or accelerate structural adjustment? Industrial versus company unions in an industrialising labour market","16","3","Standing&"
"journal-article-10.2307_23599596","0","0","0","0.44613773","0","0.23526324","0","0","0.19644333","0","0","0.016469773","0","0","0","0.062328357","0","0","0","0","0.039573193","0","0","0","0","1992","Polish economic reform, 1990—91: principles, policies and outcomes","16","3","Gomulka&"
"journal-article-10.2307_23599601","0.7668908","0","0","0","0","0","0","0","0.09897388","0.019786334","0.03343257","0","0","0.02902495","0","0","0","0","0","0","0","0","0","0","0.039170787","2001","Equilibrium unemployment, search behaviour and unemployment persistency","25","2","Åberg&"
"journal-article-10.2307_23599602","0","0","0","0.56305903","0","0","0.17534019","0","0.18417914","0","0","0","0.06947811","0","0","0","0","0","0","0","0","0","0","0","0","2001","The role of the state and the hierarchy of money","25","2","Bell&"
"journal-article-10.2307_23599603","0.45891652","0.23302367","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09279795","0.20163043","0","0","0","0","0","0","0","0","2001","Levels and systems of employment in the Japanese retail trade: a comparison with France","25","2","Gadrey&Jany-Catrice&Ribault&"
"journal-article-10.2307_23599604","0","0","0","0","0","0.83798796","0","0","0.0145273","0.11036416","0","0","0","0","0","0","0","0","0","0","0","0","0.023161145","0.013872146","0","2001","The desirable form of openness for Indian agriculture","25","2","Storm&"
"journal-article-10.2307_23599605","0.78937477","0.04161792","0","0","0","0.011138207","0","0","0","0.03161101","0","0","0","0","0.02441365","0","0.07909328","0","0","0","0","0","0","0","0","2001","Working-time reduction and employment: experiences in Europe and economic policy recommendations","25","2","Bosch&Lehndorff&"
"journal-article-10.2307_23599606","0","0","0.35263482","0","0","0.13014942","0","0","0.32816723","0","0","0","0","0","0.07840238","0","0","0","0","0","0","0","0","0","0.1018117","2001","Kalecki on imperfect competition, inflation and money","25","2","Sawyer&"
"journal-article-10.2307_23599611","0","0","0","0","0","0.08491099","0.05207747","0","0","0.011719747","0","0","0.01896747","0","0","0.12676008","0","0","0","0","0.06294502","0","0","0","0.64254886","1997","Keynes on population and economic growth","21","1","Toye&"
"journal-article-10.2307_23599612","0","0.11814904","0","0","0","0","0","0","0","0.6932193","0","0","0","0","0","0","0","0","0","0","0","0.17957337","0","0","0","1997","Growth and productivity: a model of cumulative growth and catching up","21","1","Targetti&Foti&"
"journal-article-10.2307_23599613","0","0","0","0","0","0","0.03093064","0","0","0","0.049988795","0","0.25733453","0","0.052654803","0","0","0","0","0","0.026898934","0","0","0","0.58198","1997","Prelude to a theory of homo absurdus: variations on themes from Thorstein Veblen and Jean Baudrillard","21","1","Dyer&"
"journal-article-10.2307_23599614","0","0.15008956","0","0","0","0.741506","0","0","0","0","0","0","0","0","0","0","0.10825131","0","0","0","0","0","0","0","0","1997","Causes of growth: a study of Taiwan's bicycle industry","21","1","Chu&"
"journal-article-10.2307_23599615","0","0","0","0","0","0","0","0","0","0","0.9041681","0","0","0","0","0","0","0.012665944","0","0","0","0","0","0","0.08305354","1997","Mainstream economic methodology","21","1","Dow&"
"journal-article-10.2307_23599616","0","0","0","0","0","0","0","0","0.754538","0.04372904","0.014847134","0","0","0","0","0","0","0.03312647","0","0","0","0","0","0","0.14619349","1997","Does the expectations trap render the Natural-Rate Model invalid in the disinflationary zone?","21","1","Leeson&"
"journal-article-10.2307_23599617","0.36910185","0","0.024702974","0.034561843","0","0","0","0","0.110865995","0.064609416","0","0","0","0","0","0.39602795","0","0","0","0","0","0","0","0","0","1997","The fiscal and distributional implications of job generation","21","1","Kitson&Michie&Sutherland&"
"journal-article-10.2307_23599621","0","0","0.4790454","0","0","0.2013849","0","0","0.094260104","0","0","0","0","0","0.20068085","0","0","0","0","0","0.024460586","0","0","0","0","1992","Military spending as a burden on growth: an 'underconsumptionist' critique","16","4","Pivetti&"
"journal-article-10.2307_23599622","0.18991339","0","0","0.46776643","0","0","0","0","0","0","0","0","0","0","0","0","0.07563449","0","0","0.118698426","0.14787936","0","0","0","0","1992","Employment regulation, state intervention and the economic performance of European ports","16","4","Turnbull&Weston&"
"journal-article-10.2307_23599623","0","0","0","0","0","0","0.2469357","0","0","0","0.6299149","0","0.016692815","0","0.10632353","0","0","0","0","0","0","0","0","0","0","1992","The Hegelian dialectic and Marx's ""Capital""","16","4","Likitkijsomboon&"
"journal-article-10.2307_23599624","0","0","0","0","0","0.29484847","0.6245284","0","0","0","0","0.019542545","0","0","0","0","0","0","0","0","0","0.051090404","0","0","0","1992","Ricardo's international trade theory: beyond the comparative cost example","16","4","Maneschi&"
"journal-article-10.2307_23599625","0","0","0","0","0","0","0.46858904","0","0","0","0.23819096","0","0","0","0.26374653","0","0","0","0.022400819","0","0","0","0","0","0","1992","Marxists on money, value and labour-power: a response to Cartelier","16","4","Williams&"
"journal-article-10.2307_23599626","0","0","0","0","0.14745483","0.072496794","0.48167694","0","0","0","0","0.0660555","0.022562178","0","0","0","0.10318753","0","0","0.040480122","0","0","0","0","0.05245759","1992","Increasing returns and competitive equilibrium—the content and development of Marshall's theory","16","4","Prendergast&"
"journal-article-10.2307_23599627","0","0","0","0","0","0","0","0","0","0.23888104","0","0.7385108","0","0","0","0","0","0","0","0","0","0","0","0.013178058","0","1992","On the measurement of aggregate production functions","16","4","Hsing&Lee&"
"journal-article-10.2307_23599628","0","0","0","0","0","0","0.020132396","0","0","0","0.021760648","0","0.017750734","0","0","0","0","0.22622079","0","0","0","0","0","0.16628116","0.5438469","1992","Keynes on probability and statistical inference and the links to Fisher","16","4","Conniffe&"
"journal-article-10.2307_23599630","0.047619566","0","0","0","0","0","0","0","0","0","0","0","0.19976191","0","0","0","0","0.27290377","0","0","0.3923118","0","0","0","0.08718017","1992","In search of the golden rivet","16","4","Harrison&"
"journal-article-10.2307_23599631","0.2685095","0","0","0","0","0","0","0","0","0","0","0","0","0.16772632","0","0.3764295","0.077013075","0","0.05991192","0","0.04982732","0","0","0","0","1999","Special Issue on the family: introduction","23","5","Humphries&"
"journal-article-10.2307_23599633","0.48013914","0","0","0","0","0","0","0","0","0","0","0","0.028702363","0.039070673","0","0.34185886","0.02306961","0","0","0","0.087078705","0","0","0","0","1999","The rise and decline of the 'male breadwinner family' in Britain","23","5","Creighton&"
"journal-article-10.2307_23599635","0.97526276","0","0","0","0","0","0","0","0","0.024580138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1999","The wages of motherhood: better or worse?","23","5","Joshi&Paci&Waldfogel&"
"journal-article-10.2307_23599637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.99991566","0","0","0","0","0","0","0","0","0","1999","Accounting for the family in European income tax systems","23","5","O'Donoghue&Sutherland&"
"journal-article-10.2307_23599638","0.26368105","0","0","0","0","0","0","0","0","0","0","0","0","0.04216264","0","0.6940447","0","0","0","0","0","0","0","0","0","1999","Children, parental employment and educational attainment: an English case study","23","5","O'Brien&Jones&"
"journal-article-10.2307_23599639","0.45572445","0","0","0","0","0","0","0","0","0.22347806","0","0","0","0","0","0.21141191","0","0.057062037","0.02807459","0","0","0","0.020923795","0","0","1999","A trivariate model of participation, fertility and wages: the Italian case","23","5","Di Tommaso&"
"journal-article-10.2307_23599640","0.9203503","0","0","0","0","0","0","0","0","0","0","0","0","0.024959682","0","0.05457454","0","0","0","0","0","0","0","0","0","1999","Careers and motherhood: policies for compatibility","23","5","Dex&Joshi&"
"journal-article-10.2307_23599641","0.08743689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1091021","0.094829604","0","0.6863897","0","0","0","0","0","0.02217635","1999","Marriage and trust: some lessons from economics","23","5","Rowthorn&"
"journal-article-10.2307_23599647","0","0","0","0","0.017629964","0.33142263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.32707155","0.3237646","0","0","0","1996","Regional trading blocs: will East Asia be next?","20","4","Bowles&MacLean&"
"journal-article-10.2307_23599648","0","0","0.029799746","0","0","0.388942","0.385428","0","0","0","0","0","0.03948128","0","0","0","0","0","0","0.024675118","0.08979449","0.014573784","0","0","0.02721628","1996","Rethinking classical trade analyses within a framework of capitalist development","20","4","Ho&"
"journal-article-10.2307_23599649","0.015483349","0.3975709","0","0","0","0.124334924","0","0","0","0.28023043","0","0.03203262","0","0","0","0.040217377","0.057335813","0","0","0.052679617","0","0","0","0","0","1996","Wage change and trade performance in US manufacturing industries","20","4","Galbraith&Du Pin Calmon&"
"journal-article-10.2307_23599650","0","0","0.11523228","0","0","0","0","0","0.25035602","0.058122415","0","0","0","0","0.57610464","0","0","0","0","0","0","0","0","0","0","1996","Taxation and Kalecki's theory of the business cycle","20","4","Laramie&Mair&"
"journal-article-10.2307_23599651","0","0","0","0","0","0","0","0","0.23599525","0.041905742","0","0","0","0","0.07706033","0","0","0","0","0","0","0","0.6447607","0","0","1996","Inside debt, aggregate demand, and the Cambridge theory of distribution","20","4","Palley&"
"journal-article-10.2307_23599652","0","0","0","0","0","0","0","0","0","0.036950104","0.035293415","0.01564764","0","0.346315","0","0","0.055231586","0","0","0","0","0","0","0","0.510477","1996","The theory of evolution and the evolution of theory: Veblen's methodology in contemporary perspective","20","4","Argyrous&Sethi&"
"journal-article-10.2307_23599653","0","0","0","0.19543236","0.049076814","0","0","0","0.40584058","0","0","0","0","0","0","0","0","0.025218148","0.2021043","0","0","0","0.08485401","0","0.031697124","1996","Horizontalism: a critique","20","4","Dow&"
"journal-article-10.2307_23599654","0","0","0","0.030482111","0","0","0.026146509","0","0.045363344","0.68864226","0","0","0","0","0","0.02813209","0","0","0","0","0","0.04414878","0","0","0.13648382","1996","Inflation and growth","20","4","Stanners&"
"journal-article-10.2307_23599658","0","0.05570165","0","0","0.759529","0","0","0","0","0","0","0","0","0","0","0","0.17521957","0","0","0","0","0","0","0","0","2000","Transnational firms and the changing organisation of innovative activities","24","5","Zanfei&"
"journal-article-10.2307_23599659","0.0425691","0","0","0","0","0","0","0","0","0","0.21429808","0","0","0.37260517","0.15311813","0","0.19451217","0","0","0","0.022818785","0","0","0","0","2000","The demise of radical political economics? An essay on the evolution of a theory of capitalist production","24","5","Spencer&"
"journal-article-10.2307_23599660","0","0","0","0","0","0","0","0","0","0","0.7532375","0","0.11186464","0","0","0","0","0","0.13474756","0","0","0","0","0","0","2000","McCloskey, economics as conversation, and ""Sprachethik""","24","5","Park&Kayatekin&"
"journal-article-10.2307_23599661","0","0","0","0.636898","0","0.064374","0","0","0.17890194","0","0","0","0","0","0","0","0","0","0.11971673","0","0","0","0","0","0","2000","The transition crisis in Bulgaria","24","5","Dobrinsky&"
"journal-article-10.2307_23599662","0","0","0","0","0","0.050589353","0","0","0","0","0.07474957","0","0","0","0","0.78255415","0","0","0","0","0","0","0","0.06935906","0.010936664","2000","The 1947 Soviet famine and the entitlement approach to famines","24","5","Ellman&"
"journal-article-10.2307_23599666","0","0","0","0.020839438","0","0.06973504","0.24049184","0","0.1442453","0","0","0","0","0","0","0","0","0","0.39673927","0","0.061423108","0","0","0","0.06613409","1993","Piero Sraffa's 'Monetary inflation in Italy during and after the war': an introduction","17","1","de Cecco&"
"journal-article-10.2307_23599667","0","0","0","0.3008924","0","0.17973697","0","0","0.1487289","0","0","0","0","0","0.12267768","0","0","0","0.24786624","0","0","0","0","0","0","1993","Piero Sraffa: 'Monetary inflation in Italy during and after the war'","17","1","Harcourt&Sardoni&"
"journal-article-10.2307_23599668","0","0","0","0","0.013458377","0","0.09442528","0","0","0","0","0","0.020360677","0","0.066509336","0","0.10616538","0","0","0","0","0","0.03175109","0","0.6505168","1993","Pigou and Coase in retrospect","17","1","DeSerpa&"
"journal-article-10.2307_23599669","0","0","0","0.10342284","0.30225524","0","0","0","0","0","0","0","0","0.46261927","0.015164711","0","0.11638903","0","0","0","0","0","0","0","0","1993","Evolution and organisational choice in nineteenth-century Britain","17","1","Everett&Minkler&"
"journal-article-10.2307_23599670","0","0","0","0.083777934","0","0.06871335","0","0","0.44330618","0.14566271","0","0.015655382","0","0.017774818","0","0","0.050112277","0.062344886","0","0","0.10875177","0","0","0","0","1993","Strato-inflation and high inflation: the Brazilian experience","17","1","de Carvalho&"
"journal-article-10.2307_23599671","0","0.053818982","0","0","0","0.018781517","0","0","0","0.72786903","0","0","0","0","0","0","0","0","0","0","0.028082557","0","0","0.05280045","0.11851463","1993","Is low inflation an important condition for high growth?","17","1","Stanners&"
"journal-article-10.2307_23599672","0.41167927","0","0","0","0","0","0","0","0","0.20479031","0","0","0","0","0","0.25454655","0","0","0","0.12881255","0","0","0","0","0","1993","Recent developments in the industrial wage structure of the UK","17","1","Elliott&White&"
"journal-article-10.2307_23599677","0","0","0.26998","0","0","0","0.11780289","0","0.061648883","0","0","0.13927504","0","0","0","0.023351973","0","0","0","0","0","0","0","0","0.38741186","2001","David Gawen Champernowne, 1912—2000: in appreciation","25","4","Harcourt&"
"journal-article-10.2307_23599678","0","0","0","0","0.5656389","0.06352682","0","0","0","0","0","0","0","0","0.05037049","0","0","0","0","0.22817889","0.06799454","0","0","0.024202408","0","2001","Big business with Chinese characteristics: two paths to growth of the firm in China under reform","25","4","Nolan&Yeung&"
"journal-article-10.2307_23599679","0.015265255","0","0","0","0","0","0","0","0","0.035580628","0","0","0","0","0","0.9489384","0","0","0","0","0","0","0","0","0","2001","Employment polarisation and inequality in the UK and Hungary","25","4","Redmond&Kattuman&"
"journal-article-10.2307_23599680","0","0","0","0","0","0","0.015774593","0","0.20542334","0","0","0","0","0","0.6733104","0","0","0","0","0","0","0","0.105306424","0","0","2001","The immiseration of the landlords: rent in a Kaldorian theory of income distribution","25","4","Hill&"
"journal-article-10.2307_23599681","0","0","0","0","0","0","0","0","0.027291471","0","0","0.4477314","0","0","0.52456063","0","0","0","0","0","0","0","0","0","0","2001","Competition and production prices","25","4","Okishio&"
"journal-article-10.2307_23599682","0","0","0.020483399","0.016002653","0.024292277","0","0","0","0.36776057","0.13583311","0","0","0","0","0","0.06725826","0","0","0","0","0","0.35887104","0","0","0","2001","What accounts for the Chilean saving 'miracle'?","25","4","Agosin&"
"journal-article-10.2307_23599683","0.08793744","0","0","0.010847701","0","0","0.010447317","0","0","0.04454908","0","0","0","0","0.15132","0","0.21850105","0","0","0.46196052","0","0","0","0","0.014351631","2001","Classical labour-displacing technological change: the case of the US insurance industry","25","4","Hecht&"
"journal-article-10.2307_23599684","0","0","0","0","0","0","0","0","0","0","0.03647648","0","0.6812147","0","0","0","0","0","0","0","0","0","0","0","0.2821556","2001","Hodgson on Hayek: a critique","25","4","Caldwell&"
"journal-article-10.2307_23599685","0","0","0","0","0","0","0.17224197","0","0","0","0.7957372","0","0","0","0.01573969","0","0","0","0","0","0","0","0","0","0","2001","Mysticism, method and money in the Marx—Hegel dialectic","25","4","Williams&"
"journal-article-10.2307_23599689","0","0","0","0","0","0","0","0","0","0","0.99974644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1996","Realist philosophy of the social sciences and economics: a critique","20","5","Baert&"
"journal-article-10.2307_23599690","0","0","0","0.02008537","0.052071013","0","0","0","0","0","0","0.08816581","0.04135437","0.7711374","0","0","0.027055329","0","0","0","0","0","0","0","0","1996","The economic calculation debate: lessons for socialists","20","5","Adaman&Devine&"
